consent_id,customer_ref,provider_id,institution_id,purpose,presented_scopes,granted_scopes,notice_version,auth_method,channel,created_at,expires_at,status,revoked_at,revoked_by,revocation_reason,seconds_on_consent_screen,opened_scope_detail
cns_00633,cus_synthetic_0228,tpp_009,bank_002,categorizacion de gastos,credits:arrears|investments:position,credits:arrears,consent-notice-v3,sca-app,web,2026-05-12,2026-08-10,expirado,,,,6.1,0
cns_00634,cus_synthetic_0177,tpp_004,bank_005,categorizacion de gastos,accounts:balances|accounts:list|accounts:transactions|credits:arrears,accounts:balances|accounts:list|accounts:transactions|credits:arrears,consent-notice-v3,sca-otp,web,2026-01-23,2026-04-23,vigente,,,,7.3,0
cns_00635,cus_synthetic_0341,tpp_009,bank_002,comparador de credito,accounts:list|credits:arrears|credits:position|payments:initiate,accounts:list|credits:arrears|credits:position,consent-notice-v3,sca-otp,movil,2026-01-25,2026-07-24,vigente,,,,0.8,0
cns_00636,cus_synthetic_0360,tpp_002,bank_002,categorizacion de gastos,accounts:balances|credits:position,credits:position,consent-notice-v2,sca-app,web,2026-03-14,2027-03-09,vigente,,,,1.2,0
cns_00637,cus_synthetic_0271,tpp_005,bank_004,salud financiera,accounts:balances|accounts:list|credits:position,accounts:balances,consent-notice-v2,sca-biometria,movil,2026-01-19,2026-07-18,vigente,,,,5.8,0
cns_00638,cus_synthetic_0355,tpp_001,bank_002,iniciacion de pago unico,accounts:balances|credits:arrears|investments:position,accounts:balances|investments:position,consent-notice-v2,sca-app,movil,2026-04-14,2027-04-09,vigente,,,,3.2,0
cns_00639,cus_synthetic_0179,tpp_012,bank_003,salud financiera,accounts:list|accounts:transactions|credits:arrears|investments:position,accounts:list|accounts:transactions|credits:arrears|investments:position,consent-notice-v2,sca-biometria,movil,2026-06-30,2026-09-28,vigente,,,,3.4,0
cns_00640,cus_synthetic_0336,tpp_008,bank_004,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|investments:position|payments:initiate,accounts:balances|accounts:list|accounts:transactions|payments:initiate,consent-notice-v2,sca-app,web,2026-05-15,2027-05-10,vigente,,,,3.3,0
cns_00641,cus_synthetic_0140,tpp_012,bank_003,panel de posicion consolidada,accounts:transactions|credits:position|investments:position|payments:initiate,accounts:transactions|credits:position,consent-notice-v2,sca-app,web,2026-01-07,2027-01-02,vigente,,,,1.0,0
cns_00642,cus_synthetic_0180,tpp_004,bank_004,categorizacion de gastos,accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position|payments:initiate,accounts:list|credits:position|investments:position|payments:initiate,consent-notice-v3,sca-app,web,2026-06-19,2026-12-16,vigente,,,,3.8,0
cns_00643,cus_synthetic_0358,tpp_010,bank_004,comparador de credito,accounts:balances|accounts:list|accounts:transactions|credits:arrears,accounts:list|accounts:transactions,consent-notice-v3,sca-otp,web,2026-02-02,2026-08-01,vigente,,,,3.8,0
cns_00644,cus_synthetic_0216,tpp_003,bank_004,panel de posicion consolidada,accounts:list|credits:arrears|investments:position,accounts:list|credits:arrears|investments:position,consent-notice-v2,sca-otp,movil,2026-07-03,2027-06-28,vigente,,,,2.1,0
cns_00645,cus_synthetic_0076,tpp_002,bank_003,panel de posicion consolidada,accounts:balances|payments:initiate,payments:initiate,consent-notice-v3,sca-otp,web,2026-07-04,2027-06-29,revocado,2026-07-11,institucion,cese de la relacion,4.5,0
cns_00646,cus_synthetic_0252,tpp_004,bank_001,comparador de credito,accounts:transactions|credits:arrears|payments:initiate,accounts:transactions|credits:arrears|payments:initiate,consent-notice-v2,sca-biometria,web,2026-03-13,2027-03-08,expirado,,,,4.6,0
cns_00647,cus_synthetic_0346,tpp_006,bank_003,salud financiera,accounts:list|credits:position|investments:position|payments:initiate,investments:position|payments:initiate,consent-notice-v3,sca-otp,movil,2026-06-14,2027-06-09,expirado,,,,3.0,0
cns_00648,cus_synthetic_0314,tpp_012,bank_002,categorizacion de gastos,accounts:balances|investments:position,investments:position,consent-notice-v3,sca-biometria,movil,2026-03-04,2027-02-27,vigente,,,,1.6,0
cns_00649,cus_synthetic_0167,tpp_002,bank_004,panel de posicion consolidada,accounts:balances|accounts:transactions|credits:arrears|payments:initiate,accounts:balances|accounts:transactions|credits:arrears|payments:initiate,consent-notice-v2,sca-biometria,movil,2026-04-05,2027-03-31,vigente,,,,2.2,0
cns_00650,cus_synthetic_0041,tpp_003,bank_003,comparador de credito,accounts:balances|credits:position|investments:position,credits:position,consent-notice-v2,sca-biometria,movil,2026-06-03,2027-05-29,rechazado,,,,1.6,0
cns_00651,cus_synthetic_0123,tpp_008,bank_002,panel de posicion consolidada,accounts:balances|accounts:list|credits:arrears,accounts:list,consent-notice-v2,sca-app,web,2026-04-05,2027-03-31,vigente,,,,0.9,0
cns_00652,cus_synthetic_0202,tpp_004,bank_005,categorizacion de gastos,payments:initiate,payments:initiate,consent-notice-v3,sca-otp,movil,2026-03-13,2027-03-08,revocado,2026-03-15,cliente,cambio de aplicacion,2.6,0
cns_00653,cus_synthetic_0320,tpp_012,bank_001,salud financiera,accounts:balances|accounts:list|accounts:transactions|investments:position|payments:initiate,accounts:balances|accounts:list|accounts:transactions|investments:position,consent-notice-v3,sca-app,movil,2026-03-18,2027-03-13,vigente,,,,1.7,0
cns_00654,cus_synthetic_0028,tpp_011,bank_001,iniciacion de pago unico,accounts:transactions|credits:position|investments:position,accounts:transactions|credits:position|investments:position,consent-notice-v3,sca-otp,movil,2026-04-27,2027-04-22,expirado,,,,7.2,0
cns_00655,cus_synthetic_0328,tpp_004,bank_003,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:position,accounts:balances|accounts:list|credits:position,consent-notice-v2,sca-app,web,2026-01-14,2027-01-09,vigente,,,,1.5,0
cns_00656,cus_synthetic_0292,tpp_006,bank_001,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:arrears,accounts:balances|accounts:list|accounts:transactions|credits:arrears,consent-notice-v2,sca-app,movil,2026-01-29,2027-01-24,vigente,,,,5.4,0
cns_00657,cus_synthetic_0335,tpp_010,bank_005,panel de posicion consolidada,accounts:balances|accounts:transactions|credits:arrears|credits:position|investments:position|payments:initiate,credits:arrears|credits:position|investments:position|payments:initiate,consent-notice-v2,sca-biometria,web,2026-05-24,2026-08-22,expirado,,,,3.6,0
cns_00658,cus_synthetic_0330,tpp_003,bank_002,categorizacion de gastos,accounts:balances|accounts:list|credits:arrears|credits:position,accounts:balances|accounts:list,consent-notice-v2,sca-app,web,2026-01-26,2026-07-25,revocado,2026-01-26,institucion,cambio de aplicacion,3.0,0
cns_00659,cus_synthetic_0255,tpp_010,bank_005,comparador de credito,accounts:balances|accounts:list|credits:position,accounts:balances|accounts:list|credits:position,consent-notice-v3,sca-biometria,web,2026-02-18,2026-05-19,vigente,,,,3.1,0
cns_00660,cus_synthetic_0015,tpp_001,bank_004,panel de posicion consolidada,accounts:list|credits:position|investments:position,accounts:list|credits:position|investments:position,consent-notice-v3,sca-otp,web,2026-03-23,2026-09-19,vigente,,,,2.8,0
cns_00661,cus_synthetic_0074,tpp_012,bank_002,salud financiera,credits:arrears|investments:position,credits:arrears|investments:position,consent-notice-v2,sca-otp,web,2026-03-24,2027-03-19,vigente,,,,2.5,0
cns_00662,cus_synthetic_0256,tpp_003,bank_002,categorizacion de gastos,accounts:list|accounts:transactions|credits:arrears|payments:initiate,accounts:transactions|credits:arrears|payments:initiate,consent-notice-v2,sca-otp,movil,2026-03-05,2026-09-01,vigente,,,,2.0,0
cns_00663,cus_synthetic_0331,tpp_002,bank_004,panel de posicion consolidada,accounts:list|credits:arrears,credits:arrears,consent-notice-v3,sca-otp,web,2026-06-05,2026-09-03,rechazado,,,,1.7,0
cns_00664,cus_synthetic_0311,tpp_012,bank_001,iniciacion de pago unico,investments:position|payments:initiate,payments:initiate,consent-notice-v3,sca-otp,web,2026-01-11,2026-07-10,revocado,2026-01-11,cliente,ya no lo uso,7.0,1
cns_00665,cus_synthetic_0060,tpp_002,bank_002,comparador de credito,accounts:transactions|credits:arrears|credits:position|payments:initiate,credits:position|payments:initiate,consent-notice-v2,sca-otp,movil,2026-06-02,2026-11-29,vigente,,,,1.4,0
cns_00666,cus_synthetic_0225,tpp_001,bank_003,comparador de credito,accounts:balances|credits:arrears|investments:position,accounts:balances|credits:arrears|investments:position,consent-notice-v2,sca-otp,web,2026-03-31,2027-03-26,revocado,2026-03-31,institucion,cambio de aplicacion,2.6,1
cns_00667,cus_synthetic_0367,tpp_004,bank_005,categorizacion de gastos,accounts:balances|accounts:transactions|credits:arrears|credits:position,accounts:balances|credits:arrears|credits:position,consent-notice-v3,sca-biometria,movil,2026-02-23,2026-05-24,expirado,,,,4.6,0
cns_00668,cus_synthetic_0219,tpp_001,bank_004,salud financiera,accounts:balances|accounts:list|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:list|credits:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-05-02,2027-04-27,vigente,,,,3.3,0
cns_00669,cus_synthetic_0313,tpp_004,bank_004,salud financiera,accounts:list|accounts:transactions|credits:arrears|payments:initiate,accounts:list|accounts:transactions|credits:arrears|payments:initiate,consent-notice-v2,sca-otp,web,2026-06-26,2027-06-21,revocado,2026-09-16,institucion,cese de la relacion,1.8,0
cns_00670,cus_synthetic_0363,tpp_004,bank_002,comparador de credito,accounts:list|credits:position|investments:position,accounts:list|credits:position|investments:position,consent-notice-v2,sca-biometria,movil,2026-06-22,2027-06-17,vigente,,,,2.5,0
cns_00671,cus_synthetic_0341,tpp_009,bank_002,salud financiera,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:balances|accounts:list|credits:arrears|credits:position,consent-notice-v3,sca-otp,web,2026-03-31,2027-03-26,rechazado,,,,4.3,0
cns_00672,cus_synthetic_0329,tpp_004,bank_003,salud financiera,accounts:list|credits:position,accounts:list|credits:position,consent-notice-v3,sca-app,web,2026-02-05,2026-05-06,vigente,,,,0.6,0
cns_00673,cus_synthetic_0130,tpp_002,bank_004,salud financiera,accounts:balances|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:balances|accounts:transactions|credits:arrears|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-05-22,2027-05-17,revocado,2026-05-27,institucion,cese de la relacion,2.7,0
cns_00674,cus_synthetic_0124,tpp_009,bank_002,comparador de credito,accounts:balances|accounts:list|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:list|credits:arrears|investments:position|payments:initiate,consent-notice-v3,sca-biometria,web,2026-05-29,2026-11-25,vigente,,,,2.0,0
cns_00675,cus_synthetic_0194,tpp_008,bank_005,iniciacion de pago unico,accounts:list|credits:position|payments:initiate,credits:position|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-03-14,2027-03-09,vigente,,,,2.9,0
cns_00676,cus_synthetic_0186,tpp_004,bank_003,categorizacion de gastos,accounts:balances|credits:position|payments:initiate,accounts:balances,consent-notice-v2,sca-biometria,web,2026-06-29,2026-12-26,vigente,,,,1.6,0
cns_00677,cus_synthetic_0161,tpp_010,bank_003,iniciacion de pago unico,accounts:balances|accounts:transactions|investments:position,accounts:balances|accounts:transactions|investments:position,consent-notice-v3,sca-biometria,movil,2026-05-26,2027-05-21,revocado,2026-06-01,cliente,no reconozco al proveedor,2.6,0
cns_00678,cus_synthetic_0058,tpp_007,bank_002,iniciacion de pago unico,accounts:transactions|credits:arrears|credits:position|investments:position|payments:initiate,accounts:transactions|credits:arrears|credits:position|investments:position,consent-notice-v3,sca-biometria,movil,2026-02-23,2027-02-18,vigente,,,,1.8,0
cns_00679,cus_synthetic_0193,tpp_008,bank_004,comparador de credito,accounts:balances|accounts:list|accounts:transactions|investments:position|payments:initiate,accounts:list|accounts:transactions|payments:initiate,consent-notice-v2,sca-app,web,2026-01-17,2026-04-17,vigente,,,,3.7,0
cns_00680,cus_synthetic_0360,tpp_006,bank_002,panel de posicion consolidada,accounts:balances|credits:arrears,accounts:balances|credits:arrears,consent-notice-v2,sca-biometria,movil,2026-06-01,2027-05-27,vigente,,,,2.1,0
cns_00681,cus_synthetic_0298,tpp_004,bank_001,salud financiera,credits:arrears|investments:position,credits:arrears|investments:position,consent-notice-v3,sca-biometria,web,2026-05-27,2027-05-22,revocado,2026-05-28,cliente,no reconozco al proveedor,6.0,0
cns_00682,cus_synthetic_0066,tpp_011,bank_005,categorizacion de gastos,accounts:transactions|credits:arrears|credits:position,credits:position,consent-notice-v3,sca-otp,web,2026-01-29,2026-07-28,vigente,,,,3.8,0
cns_00683,cus_synthetic_0010,tpp_004,bank_004,salud financiera,accounts:transactions|credits:arrears|credits:position,accounts:transactions|credits:arrears|credits:position,consent-notice-v2,sca-app,web,2026-02-07,2026-05-08,vigente,,,,6.9,0
cns_00684,cus_synthetic_0096,tpp_010,bank_001,panel de posicion consolidada,accounts:balances|accounts:list,accounts:list,consent-notice-v2,sca-biometria,web,2026-06-16,2027-06-11,revocado,2026-06-20,cliente,ya no lo uso,4.9,0
cns_00685,cus_synthetic_0136,tpp_004,bank_002,salud financiera,accounts:balances|accounts:transactions|credits:arrears|investments:position,accounts:transactions|credits:arrears|investments:position,consent-notice-v2,sca-app,web,2026-06-22,2026-09-20,vigente,,,,7.4,0
cns_00686,cus_synthetic_0127,tpp_007,bank_002,panel de posicion consolidada,accounts:balances|credits:position,credits:position,consent-notice-v3,sca-otp,movil,2026-05-29,2027-05-24,expirado,,,,2.8,0
cns_00687,cus_synthetic_0241,tpp_006,bank_004,iniciacion de pago unico,accounts:balances|accounts:transactions|credits:position,accounts:balances|accounts:transactions,consent-notice-v3,sca-app,web,2026-05-29,2027-05-24,vigente,,,,1.3,0
cns_00688,cus_synthetic_0040,tpp_012,bank_004,comparador de credito,credits:arrears|credits:position|payments:initiate,credits:position|payments:initiate,consent-notice-v3,sca-app,web,2026-04-28,2027-04-23,rechazado,,,,1.4,0
cns_00689,cus_synthetic_0342,tpp_012,bank_005,iniciacion de pago unico,accounts:balances|investments:position|payments:initiate,accounts:balances|payments:initiate,consent-notice-v2,sca-app,web,2026-01-24,2026-07-23,vigente,,,,1.1,0
cns_00690,cus_synthetic_0010,tpp_001,bank_002,iniciacion de pago unico,accounts:balances|accounts:transactions|payments:initiate,accounts:balances|accounts:transactions|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-07-01,2026-12-28,vigente,,,,1.6,0
cns_00691,cus_synthetic_0338,tpp_008,bank_003,categorizacion de gastos,accounts:list|accounts:transactions|credits:arrears|payments:initiate,accounts:list|credits:arrears|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-04-15,2026-10-12,vigente,,,,3.1,0
cns_00692,cus_synthetic_0051,tpp_010,bank_001,comparador de credito,accounts:balances|accounts:transactions|credits:arrears,accounts:balances|accounts:transactions,consent-notice-v3,sca-otp,web,2026-06-03,2027-05-29,rechazado,,,,6.2,0
cns_00693,cus_synthetic_0151,tpp_005,bank_005,comparador de credito,accounts:balances,accounts:balances,consent-notice-v3,sca-otp,web,2026-01-22,2027-01-17,vigente,,,,3.5,0
cns_00694,cus_synthetic_0373,tpp_010,bank_003,categorizacion de gastos,accounts:list|credits:arrears|credits:position,accounts:list,consent-notice-v2,sca-otp,web,2026-04-22,2026-07-21,vigente,,,,3.0,0
cns_00695,cus_synthetic_0143,tpp_003,bank_004,iniciacion de pago unico,accounts:list|credits:arrears|credits:position,accounts:list|credits:position,consent-notice-v3,sca-biometria,movil,2026-04-05,2027-03-31,vigente,,,,1.6,0
cns_00696,cus_synthetic_0312,tpp_006,bank_005,comparador de credito,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position|payments:initiate,accounts:balances|credits:arrears|credits:position|investments:position,consent-notice-v3,sca-otp,web,2026-04-19,2026-07-18,vigente,,,,4.3,0
cns_00697,cus_synthetic_0354,tpp_012,bank_002,categorizacion de gastos,accounts:balances|accounts:list|credits:position|investments:position,accounts:balances|accounts:list|credits:position,consent-notice-v3,sca-biometria,movil,2026-02-20,2027-02-15,vigente,,,,2.2,0
cns_00698,cus_synthetic_0262,tpp_003,bank_004,salud financiera,credits:arrears,credits:arrears,consent-notice-v3,sca-otp,web,2026-05-05,2027-04-30,vigente,,,,4.2,0
cns_00699,cus_synthetic_0179,tpp_008,bank_003,categorizacion de gastos,credits:position,credits:position,consent-notice-v2,sca-app,web,2026-02-17,2027-02-12,expirado,,,,3.4,0
cns_00700,cus_synthetic_0235,tpp_006,bank_001,iniciacion de pago unico,accounts:list,accounts:list,consent-notice-v3,sca-app,movil,2026-01-22,2026-04-22,vigente,,,,3.2,0
cns_00701,cus_synthetic_0042,tpp_005,bank_001,panel de posicion consolidada,accounts:transactions|credits:arrears|credits:position|investments:position,credits:position|investments:position,consent-notice-v3,sca-biometria,web,2026-06-27,2027-06-22,vigente,,,,3.6,0
cns_00702,cus_synthetic_0194,tpp_006,bank_003,salud financiera,accounts:list|credits:position|payments:initiate,accounts:list,consent-notice-v3,sca-otp,movil,2026-01-15,2026-04-15,vigente,,,,4.2,0
cns_00703,cus_synthetic_0066,tpp_003,bank_004,salud financiera,accounts:balances|credits:position|investments:position,accounts:balances|credits:position|investments:position,consent-notice-v3,sca-otp,movil,2026-01-25,2027-01-20,vigente,,,,2.2,0
cns_00704,cus_synthetic_0387,tpp_003,bank_002,categorizacion de gastos,accounts:list|accounts:transactions|investments:position|payments:initiate,accounts:list|investments:position|payments:initiate,consent-notice-v2,sca-app,movil,2026-04-08,2027-04-03,vigente,,,,5.6,0
cns_00705,cus_synthetic_0275,tpp_012,bank_001,comparador de credito,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:list|accounts:transactions|credits:position|investments:position,consent-notice-v3,sca-biometria,movil,2026-05-14,2027-05-09,rechazado,,,,1.2,0
cns_00706,cus_synthetic_0092,tpp_007,bank_001,salud financiera,accounts:transactions|credits:arrears|investments:position,accounts:transactions|credits:arrears|investments:position,consent-notice-v2,sca-otp,web,2026-02-27,2027-02-22,expirado,,,,1.9,0
cns_00707,cus_synthetic_0118,tpp_001,bank_002,categorizacion de gastos,accounts:balances|credits:position|investments:position,credits:position,consent-notice-v3,sca-biometria,movil,2026-06-14,2026-12-11,vigente,,,,1.4,0
cns_00708,cus_synthetic_0317,tpp_002,bank_002,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:position|investments:position|payments:initiate,accounts:transactions|credits:position|investments:position|payments:initiate,consent-notice-v3,sca-app,movil,2026-03-25,2026-06-23,vigente,,,,1.2,0
cns_00709,cus_synthetic_0014,tpp_011,bank_005,categorizacion de gastos,accounts:balances|accounts:transactions,accounts:transactions,consent-notice-v3,sca-app,web,2026-06-21,2027-06-16,vigente,,,,1.6,0
cns_00710,cus_synthetic_0070,tpp_004,bank_002,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:list|credits:arrears|credits:position,consent-notice-v3,sca-app,movil,2026-05-09,2027-05-04,vigente,,,,1.4,0
cns_00711,cus_synthetic_0342,tpp_011,bank_002,iniciacion de pago unico,accounts:balances|credits:arrears|payments:initiate,accounts:balances|credits:arrears,consent-notice-v3,sca-biometria,web,2026-05-13,2026-11-09,expirado,,,,2.6,0
cns_00712,cus_synthetic_0084,tpp_010,bank_001,categorizacion de gastos,accounts:balances|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:balances|accounts:transactions|credits:arrears|investments:position,consent-notice-v3,sca-app,movil,2026-06-21,2026-12-18,vigente,,,,8.1,0
cns_00713,cus_synthetic_0258,tpp_005,bank_001,categorizacion de gastos,accounts:balances|payments:initiate,accounts:balances,consent-notice-v3,sca-otp,web,2026-04-28,2027-04-23,vigente,,,,1.6,0
cns_00714,cus_synthetic_0017,tpp_004,bank_001,salud financiera,accounts:balances|accounts:transactions|investments:position|payments:initiate,accounts:transactions|payments:initiate,consent-notice-v3,sca-otp,web,2026-07-01,2027-06-26,rechazado,,,,1.5,0
cns_00715,cus_synthetic_0236,tpp_010,bank_005,comparador de credito,accounts:balances|accounts:list,accounts:balances|accounts:list,consent-notice-v2,sca-app,web,2026-02-21,2027-02-16,revocado,2026-05-11,institucion,cese de la relacion,6.8,0
cns_00716,cus_synthetic_0133,tpp_010,bank_001,salud financiera,accounts:list|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:transactions|credits:arrears|investments:position|payments:initiate,consent-notice-v2,sca-biometria,movil,2026-05-01,2026-10-28,vigente,,,,2.2,0
cns_00717,cus_synthetic_0268,tpp_005,bank_002,comparador de credito,accounts:list|credits:arrears,accounts:list|credits:arrears,consent-notice-v2,sca-biometria,movil,2026-02-08,2026-08-07,vigente,,,,3.8,0
cns_00718,cus_synthetic_0207,tpp_002,bank_005,categorizacion de gastos,accounts:balances|credits:arrears|credits:position,accounts:balances|credits:arrears,consent-notice-v3,sca-app,web,2026-05-27,2027-05-22,vigente,,,,4.0,0
cns_00719,cus_synthetic_0269,tpp_001,bank_005,iniciacion de pago unico,accounts:balances|accounts:transactions|credits:position,accounts:balances|credits:position,consent-notice-v2,sca-app,web,2026-02-18,2026-08-17,revocado,2026-02-19,cliente,cese de la relacion,3.5,0
cns_00720,cus_synthetic_0118,tpp_007,bank_001,comparador de credito,accounts:list|credits:position,accounts:list,consent-notice-v2,sca-otp,movil,2026-03-07,2027-03-02,vigente,,,,1.0,0
cns_00721,cus_synthetic_0134,tpp_009,bank_005,comparador de credito,accounts:balances|investments:position|payments:initiate,accounts:balances|payments:initiate,consent-notice-v2,sca-biometria,movil,2026-03-24,2027-03-19,vigente,,,,1.4,0
cns_00722,cus_synthetic_0311,tpp_011,bank_003,categorizacion de gastos,payments:initiate,payments:initiate,consent-notice-v3,sca-otp,movil,2026-07-04,2027-06-29,vigente,,,,3.0,0
cns_00723,cus_synthetic_0193,tpp_008,bank_003,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position,accounts:balances|accounts:transactions|credits:arrears|credits:position,consent-notice-v3,sca-app,movil,2026-03-09,2027-03-04,vigente,,,,3.8,0
cns_00724,cus_synthetic_0287,tpp_006,bank_003,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:list|credits:arrears|credits:position|investments:position,consent-notice-v3,sca-biometria,web,2026-01-25,2027-01-20,vigente,,,,1.3,0
cns_00725,cus_synthetic_0126,tpp_001,bank_001,iniciacion de pago unico,accounts:balances|credits:arrears|investments:position|payments:initiate,credits:arrears|payments:initiate,consent-notice-v3,sca-app,web,2026-01-17,2027-01-12,expirado,,,,7.2,0
cns_00726,cus_synthetic_0263,tpp_008,bank_004,salud financiera,accounts:balances|accounts:transactions|investments:position,accounts:balances|accounts:transactions,consent-notice-v3,sca-app,web,2026-04-01,2027-03-27,revocado,2026-04-01,institucion,ya no lo uso,2.1,1
cns_00727,cus_synthetic_0190,tpp_006,bank_002,salud financiera,investments:position,investments:position,consent-notice-v2,sca-otp,movil,2026-02-18,2027-02-13,vigente,,,,0.8,0
cns_00728,cus_synthetic_0163,tpp_011,bank_005,salud financiera,credits:position|investments:position,credits:position|investments:position,consent-notice-v3,sca-otp,movil,2026-02-19,2026-08-18,vigente,,,,4.0,0
cns_00729,cus_synthetic_0377,tpp_004,bank_005,salud financiera,accounts:balances|credits:arrears|payments:initiate,credits:arrears,consent-notice-v3,sca-app,movil,2026-04-07,2027-04-02,expirado,,,,3.6,0
cns_00730,cus_synthetic_0133,tpp_005,bank_004,categorizacion de gastos,accounts:balances|accounts:list|accounts:transactions|credits:position|payments:initiate,accounts:balances|accounts:transactions|credits:position|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-03-11,2027-03-06,rechazado,,,,2.4,0
cns_00731,cus_synthetic_0287,tpp_004,bank_001,categorizacion de gastos,accounts:balances|accounts:transactions|credits:arrears,accounts:balances|accounts:transactions,consent-notice-v3,sca-app,web,2026-07-04,2027-06-29,vigente,,,,3.6,0
cns_00732,cus_synthetic_0397,tpp_010,bank_003,salud financiera,accounts:balances|accounts:list|accounts:transactions|credits:position|investments:position,accounts:balances|accounts:list|investments:position,consent-notice-v2,sca-app,web,2026-06-16,2026-09-14,revocado,2026-06-19,cliente,ya no lo uso,6.1,0
cns_00733,cus_synthetic_0123,tpp_001,bank_005,panel de posicion consolidada,accounts:balances|accounts:list|credits:arrears|investments:position,accounts:balances|accounts:list|credits:arrears|investments:position,consent-notice-v3,sca-app,web,2026-01-11,2027-01-06,revocado,2026-01-14,cliente,ya no lo uso,3.5,0
cns_00734,cus_synthetic_0086,tpp_002,bank_005,panel de posicion consolidada,accounts:balances|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:transactions|credits:position|payments:initiate,consent-notice-v3,sca-otp,movil,2026-05-17,2027-05-12,vigente,,,,2.4,0
cns_00735,cus_synthetic_0396,tpp_003,bank_002,salud financiera,accounts:transactions|investments:position|payments:initiate,accounts:transactions|investments:position|payments:initiate,consent-notice-v3,sca-app,web,2026-04-29,2026-07-28,vigente,,,,1.9,0
cns_00736,cus_synthetic_0265,tpp_005,bank_005,salud financiera,accounts:transactions|credits:arrears|investments:position|payments:initiate,credits:arrears|payments:initiate,consent-notice-v2,sca-otp,web,2026-04-13,2026-07-12,revocado,2026-04-13,cliente,cambio de aplicacion,1.2,0
cns_00737,cus_synthetic_0257,tpp_002,bank_004,iniciacion de pago unico,accounts:transactions|credits:arrears|credits:position|investments:position,accounts:transactions|credits:arrears|credits:position|investments:position,consent-notice-v3,sca-app,movil,2026-03-15,2027-03-10,vigente,,,,3.8,0
cns_00738,cus_synthetic_0117,tpp_006,bank_004,categorizacion de gastos,accounts:list|credits:position|payments:initiate,accounts:list|payments:initiate,consent-notice-v2,sca-app,movil,2026-02-01,2026-07-31,expirado,,,,2.9,0
cns_00739,cus_synthetic_0240,tpp_006,bank_003,comparador de credito,accounts:list|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:list|accounts:transactions|investments:position|payments:initiate,consent-notice-v2,sca-biometria,web,2026-01-13,2026-07-12,vigente,,,,3.1,0
cns_00740,cus_synthetic_0165,tpp_005,bank_005,iniciacion de pago unico,payments:initiate,payments:initiate,consent-notice-v3,sca-biometria,movil,2026-05-29,2026-11-25,vigente,,,,1.7,0
cns_00741,cus_synthetic_0370,tpp_011,bank_002,comparador de credito,accounts:list|accounts:transactions|credits:position|investments:position|payments:initiate,accounts:list|accounts:transactions|credits:position|investments:position,consent-notice-v2,sca-otp,web,2026-03-24,2027-03-19,vigente,,,,4.8,0
cns_00742,cus_synthetic_0211,tpp_011,bank_002,categorizacion de gastos,accounts:list|credits:arrears|investments:position|payments:initiate,investments:position|payments:initiate,consent-notice-v2,sca-otp,movil,2026-06-10,2026-12-07,vigente,,,,3.4,0
cns_00743,cus_synthetic_0121,tpp_007,bank_005,iniciacion de pago unico,accounts:balances|accounts:list|investments:position,accounts:balances|accounts:list,consent-notice-v2,sca-otp,movil,2026-01-28,2026-07-27,vigente,,,,4.5,0
cns_00744,cus_synthetic_0017,tpp_006,bank_002,comparador de credito,accounts:transactions|credits:arrears|credits:position|investments:position,accounts:transactions|credits:arrears|credits:position,consent-notice-v3,sca-app,web,2026-04-22,2026-10-19,vigente,,,,1.4,0
cns_00745,cus_synthetic_0260,tpp_009,bank_001,categorizacion de gastos,accounts:balances|accounts:list|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:balances|accounts:list|accounts:transactions|investments:position,consent-notice-v3,sca-biometria,movil,2026-04-10,2027-04-05,revocado,2026-04-11,institucion,no indicado,5.1,0
